_RAJ2000,_DEJ2000,3FGL 3FGL,Sig,Flux,RAJ2000,DEJ2000,LR-P,LRPred,RF-P,RFPred,PSR-Out,AGN-Out,BLR-PSR-P,BLR-PSR-Pred,RF-PSR-P,RF-PSR-Pred,Simbad
21.316,-6.4578,3FGL J0125.2-0627,5.47,2.6E-13,21.316,-6.4578,0.0,AGN,0.01,AGN,93.36,0.93,0.0,,0.1,,Simbad
21.366,-25.8095,3FGL J0125.4-2548,8.71,2.0E-13,21.366,-25.8095,0.0,AGN,0.0,AGN,133.5,-0.67,0.0,,0.09,,Simbad
21.53,-22.4643,3FGL J0126.1-2227,10.35,1.2E-12,21.53,-22.4643,0.0,AGN,0.0,AGN,128.96,0.56,0.0,,0.18,,Simbad
21.777,-8.3105,3FGL J0127.1-0818,10.56,5.2E-13,21.777,-8.3105,0.01,AGN,0.01,AGN,124.56,0.15,0.0,,0.16,,Simbad
21.81,3.4229,3FGL J0127.2+0325,14.42,1.6E-13,21.81,3.4229,0.01,AGN,0.0,AGN,97.77,-0.7,0.01,,0.16,,Simbad
21.869,54.5546,3FGL J0127.4+5433,4.59,8.9E-13,21.869,54.5546,0.0,AGN,0.03,AGN,306.7,4.58,0.09,,0.38,,Simbad
21.894,56.5686,3FGL J0127.5+5634,5.79,2.0E-12,21.894,56.5686,0.0,AGN,0.01,AGN,147.36,0.28,0.06,,0.34,,Simbad
21.924,48.8613,3FGL J0127.6+4851,4.96,4.2E-13,21.924,48.8613,0.0,AGN,0.0,AGN,165.89,0.28,0.01,,0.2,,Simbad
21.978,25.8552,3FGL J0127.9+2551,7.14,3.3E-11,21.978,25.8552,0.01,AGN,0.01,AGN,231.61,1.6,0.01,,0.42,,Simbad
22.116,62.9619,3FGL J0128.4+6257,8.26,4.0E-12,22.116,62.9619,0.79,PSR,0.25,PSR,114.17,21.96,0.05,MSP,0.29,MSP,Simbad
22.129,44.5067,3FGL J0128.5+4430,7.55,6.0E-13,22.129,44.5067,0.0,AGN,0.0,AGN,147.13,0.67,0.0,,0.12,,Simbad
22.718,14.6842,3FGL J0130.8+1441,4.3,1.9E-12,22.718,14.6842,0.0,AGN,0.02,AGN,236.7,2.99,0.0,,0.24,,Simbad
22.801,61.335,3FGL J0131.2+6120,21.26,1.2E-13,22.801,61.335,0.0,AGN,0.0,AGN,128.59,-0.73,0.16,,0.39,,Simbad
22.835,55.8072,3FGL J0131.3+5548,4.89,1.2E-14,22.835,55.8072,0.0,AGN,0.0,AGN,127.94,-0.71,0.01,,0.16,,Simbad
23.045,-53.6735,3FGL J0132.1-5340,4.54,1.9E-13,23.045,-53.6735,0.0,AGN,0.01,AGN,127.16,1.3,0.0,,0.12,,Simbad
23.135,-8.0498,3FGL J0132.5-0802,4.53,1.4E-14,23.135,-8.0498,0.01,AGN,0.0,AGN,151.93,-0.27,0.0,,0.18,,Simbad
23.171,-16.9179,3FGL J0132.6-1655,34.58,1.5E-11,23.171,-16.9179,0.0,AGN,0.0,AGN,132.24,0.28,0.01,,0.27,,Simbad
23.252,-44.2316,3FGL J0133.0-4413,7.75,1.9E-13,23.252,-44.2316,0.0,AGN,0.0,AGN,110.94,-0.8,0.0,,0.1,,Simbad
23.307,-47.6199,3FGL J0133.2-4737,4.17,1.7E-12,23.307,-47.6199,0.0,AGN,0.02,AGN,315.94,4.49,0.01,,0.23,,Simbad
23.32,-51.9868,3FGL J0133.2-5159,4.51,8.3E-13,23.32,-51.9868,0.0,AGN,0.01,AGN,242.55,2.19,0.0,,0.21,,Simbad
23.336,59.5141,3FGL J0133.3+5930,4.35,7.8E-14,23.336,59.5141,0.0,AGN,0.03,AGN,87.65,1.43,0.16,,0.21,,Simbad
23.338,43.4026,3FGL J0133.3+4324,5.0,2.5E-13,23.338,43.4026,0.0,AGN,0.0,AGN,101.64,-0.42,0.0,,0.14,,Simbad
23.577,-38.7051,3FGL J0134.3-3842,6.92,3.7E-13,23.577,-38.7051,0.0,AGN,0.0,AGN,127.61,1.12,0.0,,0.08,,Simbad
23.63,26.6376,3FGL J0134.5+2638,11.97,1.8E-13,23.63,26.6376,0.01,AGN,0.02,AGN,94.89,-0.02,0.0,,0.09,,Simbad
23.755,69.4657,3FGL J0135.0+6927,4.89,9.6E-13,23.755,69.4657,0.01,AGN,0.03,AGN,237.53,3.03,0.16,,0.38,,Simbad
24.131,39.0963,3FGL J0136.5+3905,56.92,7.3E-13,24.131,39.0963,0.09,PSR,0.06,AGN,212.7,0.31,0.1,MSP,0.51,YNG,Simbad
24.257,47.8764,3FGL J0137.0+4752,55.95,3.0E-11,24.257,47.8764,0.0,AGN,0.01,AGN,273.39,4.5,0.22,,0.41,,Simbad
24.415,-24.5104,3FGL J0137.6-2430,22.53,9.0E-12,24.415,-24.5104,0.0,AGN,0.01,AGN,154.05,0.74,0.0,,0.24,,Simbad
24.458,58.2316,3FGL J0137.8+5813,13.48,1.7E-13,24.458,58.2316,0.0,AGN,0.0,AGN,110.65,-0.74,0.02,,0.25,,Simbad
24.649,-46.2039,3FGL J0138.5-4612,6.84,8.3E-14,24.649,-46.2039,0.0,AGN,0.0,AGN,107.85,-0.65,0.0,,0.1,,Simbad
24.983,87.6,3FGL J0139.9+8735,5.78,1.5E-14,24.983,87.6,0.0,AGN,0.0,AGN,138.76,-0.63,0.01,,0.13,,Simbad
25.367,-9.4851,3FGL J0141.4-0929,29.46,2.5E-12,25.367,-9.4851,0.0,AGN,0.0,AGN,146.52,-0.61,0.01,,0.18,,Simbad
25.929,-58.7662,3FGL J0143.7-5845,18.98,1.5E-13,25.929,-58.7662,0.0,AGN,0.0,AGN,121.02,-0.71,0.01,,0.16,,Simbad
26.157,27.0888,3FGL J0144.6+2705,50.62,2.0E-11,26.157,27.0888,0.0,AGN,0.0,AGN,150.26,-0.07,0.0,,0.24,,Simbad
26.292,-27.5339,3FGL J0145.1-2732,29.47,2.0E-11,26.292,-27.5339,0.0,AGN,0.0,AGN,126.17,1.83,0.01,,0.21,,Simbad
26.415,86.0021,3FGL J0145.6+8600,5.04,6.8E-13,26.415,86.0021,0.01,AGN,0.01,AGN,242.62,3.0,0.02,,0.24,,Simbad
26.619,-67.7678,3FGL J0146.4-6746,6.93,4.2E-13,26.619,-67.7678,0.0,AGN,0.01,AGN,143.22,1.29,0.0,,0.16,,Simbad
26.766,-52.0781,3FGL J0147.0-5204,7.19,1.8E-13,26.766,-52.0781,0.0,AGN,0.0,AGN,105.37,0.14,0.0,,0.11,,Simbad
27.085,52.0099,3FGL J0148.3+5200,9.89,2.3E-14,27.085,52.0099,0.0,AGN,0.0,AGN,134.83,-0.53,0.0,,0.18,,Simbad
27.161,1.474,3FGL J0148.6+0128,9.79,9.7E-14,27.161,1.474,0.0,AGN,0.0,AGN,119.65,-0.76,0.0,,0.13,,Simbad
27.421,48.7693,3FGL J0149.6+4846,5.07,1.1E-12,27.421,48.7693,0.0,AGN,0.0,AGN,209.76,0.32,0.01,,0.22,,Simbad
27.626,-54.7877,3FGL J0150.5-5447,4.56,4.4E-14,27.626,-54.7877,0.0,AGN,0.0,AGN,147.96,-0.45,0.0,,0.1,,Simbad
27.76,-36.1557,3FGL J0151.0-3609,5.34,5.8E-13,27.76,-36.1557,0.0,AGN,0.02,AGN,188.59,1.9,0.0,,0.2,,Simbad
27.761,5.6272,3FGL J0151.0+0537,4.41,1.9E-13,27.761,5.6272,0.0,AGN,0.0,AGN,121.44,-0.47,0.0,,0.13,,Simbad
27.917,22.0919,3FGL J0151.6+2205,7.33,4.7E-12,27.917,22.0919,0.03,AGN,0.0,AGN,176.39,3.47,0.0,,0.16,,Simbad
28.072,37.1323,3FGL J0152.2+3707,5.6,4.6E-13,28.072,37.1323,0.0,AGN,0.0,AGN,124.46,0.47,0.0,,0.16,,Simbad
28.162,1.8075,3FGL J0152.6+0148,13.14,7.0E-14,28.162,1.8075,0.0,AGN,0.0,AGN,134.93,-0.14,0.0,,0.14,,Simbad
28.216,75.2901,3FGL J0152.8+7517,8.35,1.1E-14,28.216,75.2901,0.0,AGN,0.0,AGN,99.26,-0.44,0.01,,0.16,,Simbad
28.36,71.2417,3FGL J0153.4+7114,7.06,2.3E-15,28.36,71.2417,0.0,AGN,0.0,AGN,155.64,-0.3,0.01,,0.19,,Simbad
28.51,8.4096,3FGL J0154.0+0824,24.81,3.6E-13,28.51,8.4096,0.01,AGN,0.01,AGN,112.79,-0.02,0.01,,0.18,,Simbad
28.535,46.702,3FGL J0154.1+4642,4.33,7.1E-13,28.535,46.702,0.0,AGN,0.02,AGN,339.12,5.28,0.04,,0.26,,Simbad
28.737,44.5536,3FGL J0154.9+4433,7.82,1.9E-13,28.737,44.5536,0.0,AGN,0.0,AGN,125.08,-0.09,0.01,,0.14,,Simbad
29.093,39.2311,3FGL J0156.3+3913,11.68,2.5E-12,29.093,39.2311,0.0,AGN,0.0,AGN,190.52,1.42,0.0,,0.2,,Simbad
29.128,-24.3925,3FGL J0156.5-2423,4.71,3.1E-14,29.128,-24.3925,0.0,AGN,0.0,AGN,109.48,-0.68,0.0,,0.12,,Simbad
29.24,-47.7111,3FGL J0156.9-4742,4.62,1.4E-14,29.24,-47.7111,0.0,AGN,0.01,AGN,172.78,-0.04,0.0,,0.21,,Simbad
29.251,-53.027,3FGL J0157.0-5301,12.89,7.3E-14,29.251,-53.027,0.0,AGN,0.0,AGN,99.89,-0.11,0.0,,0.12,,Simbad
29.481,-46.2599,3FGL J0157.9-4615,9.57,1.9E-12,29.481,-46.2599,0.01,AGN,0.02,AGN,133.47,2.43,0.0,,0.15,,Simbad
29.663,-39.5328,3FGL J0158.6-3931,14.67,3.6E-13,29.663,-39.5328,0.0,AGN,0.01,AGN,122.55,-0.62,0.0,,0.16,,Simbad
29.673,1.041,3FGL J0158.6+0102,5.74,6.7E-13,29.673,1.041,0.0,AGN,0.01,AGN,168.44,-0.2,0.0,,0.24,,Simbad
29.862,10.7807,3FGL J0159.4+1046,12.92,3.0E-13,29.862,10.7807,0.0,AGN,0.0,AGN,142.91,-0.54,0.0,,0.17,,Simbad
29.959,-27.6962,3FGL J0159.8-2741,9.22,1.7E-13,29.959,-27.6962,0.0,AGN,0.01,AGN,92.14,0.99,0.0,,0.07,,Simbad
30.08,-41.1452,3FGL J0200.3-4108,7.19,2.4E-14,30.08,-41.1452,0.0,AGN,0.0,AGN,135.47,-0.7,0.0,,0.11,,Simbad
30.245,-66.5914,3FGL J0200.9-6635,6.94,2.9E-13,30.245,-66.5914,0.0,AGN,0.0,AGN,113.94,-0.17,0.0,,0.15,,Simbad
30.592,8.8584,3FGL J0202.3+0851,4.38,5.1E-14,30.592,8.8584,0.01,AGN,0.05,AGN,147.06,3.52,0.0,,0.15,,Simbad
30.633,42.1127,3FGL J0202.5+4206,7.94,4.0E-13,30.633,42.1127,0.0,AGN,0.0,AGN,137.44,-0.57,0.0,,0.12,,Simbad
30.795,-2.4559,3FGL J0203.1-0227,5.04,2.6E-13,30.795,-2.4559,0.0,AGN,0.01,AGN,81.55,2.79,0.0,,0.05,,Simbad
30.917,11.8028,3FGL J0203.6+1148,5.56,2.1E-12,30.917,11.8028,0.0,AGN,0.05,AGN,260.68,4.16,0.06,,0.35,,Simbad
30.923,30.7172,3FGL J0203.6+3043,36.9,8.7E-12,30.923,30.7172,0.0,AGN,0.02,AGN,143.38,0.44,0.01,,0.22,,Simbad
31.003,72.5783,3FGL J0204.0+7234,11.46,4.0E-13,31.003,72.5783,0.0,AGN,0.0,AGN,118.0,-0.65,0.05,,0.22,,Simbad
31.062,24.3438,3FGL J0204.2+2420,5.15,1.1E-14,31.062,24.3438,0.0,AGN,0.0,AGN,136.16,-0.48,0.0,,0.15,,Simbad
31.223,32.2017,3FGL J0204.8+3212,9.86,2.0E-11,31.223,32.2017,0.0,AGN,0.0,AGN,239.25,0.88,0.0,,0.31,,Simbad
31.26,15.1798,3FGL J0205.0+1510,12.27,3.6E-12,31.26,15.1798,0.0,AGN,0.0,AGN,150.31,-0.02,0.01,,0.19,,Simbad
31.323,-17.0054,3FGL J0205.2-1700,24.05,3.0E-11,31.323,-17.0054,0.0,AGN,0.0,AGN,161.85,1.69,0.0,,0.37,,Simbad
31.396,64.815,3FGL J0205.5+6448,43.09,3.7E-11,31.396,64.815,1.0,PSR,0.89,PSR,7.29,1432.77,0.82,YNG,0.83,YNG,Simbad
31.606,-11.8488,3FGL J0206.4-1150,14.81,1.8E-12,31.606,-11.8488,0.0,AGN,0.0,AGN,149.41,0.55,0.0,,0.12,,Simbad
31.985,-38.7746,3FGL J0207.9-3846,6.35,1.5E-12,31.985,-38.7746,0.0,AGN,0.0,AGN,128.5,1.48,0.0,,0.11,,Simbad
32.025,-68.6476,3FGL J0208.0-6838,7.86,4.9E-13,32.025,-68.6476,0.0,AGN,0.0,AGN,179.67,0.27,0.0,,0.18,,Simbad
32.17,35.3827,3FGL J0208.6+3522,5.98,7.5E-15,32.17,35.3827,0.0,AGN,0.0,AGN,165.92,-0.42,0.0,,0.13,,Simbad
32.371,-52.4979,3FGL J0209.4-5229,28.07,2.1E-13,32.371,-52.4979,0.0,AGN,0.0,AGN,110.03,-0.71,0.0,,0.22,,Simbad
32.384,44.8173,3FGL J0209.5+4449,6.69,3.8E-14,32.384,44.8173,0.0,AGN,0.0,AGN,122.93,-0.73,0.0,,0.17,,Simbad
32.697,-51.0282,3FGL J0210.7-5101,62.95,5.9E-11,32.697,-51.0282,0.0,AGN,0.03,AGN,212.92,1.77,0.0,,0.39,,Simbad
32.755,19.3833,3FGL J0211.0+1922,4.8,4.4E-13,32.755,19.3833,0.02,AGN,0.01,AGN,113.55,6.23,0.0,,0.12,,Simbad
32.817,10.8578,3FGL J0211.2+1051,50.75,1.6E-11,32.817,10.8578,0.0,AGN,0.0,AGN,164.45,0.14,0.0,,0.22,,Simbad
32.818,-6.8287,3FGL J0211.2-0649,5.25,9.3E-14,32.818,-6.8287,0.02,AGN,0.02,AGN,69.28,4.93,0.0,,0.1,,Simbad
32.929,54.0474,3FGL J0211.7+5402,4.47,1.9E-12,32.929,54.0474,0.0,AGN,0.0,AGN,277.15,2.89,0.02,,0.29,,Simbad
33.037,53.336,3FGL J0212.1+5320,25.07,2.7E-12,33.037,53.336,0.98,PSR,0.92,PSR,-0.04,1464.31,0.22,MSP,0.17,MSP,Simbad
33.207,-35.0682,3FGL J0212.8-3504,8.12,1.7E-13,33.207,-35.0682,0.0,AGN,0.0,AGN,103.98,-0.72,0.0,,0.15,,Simbad
33.265,22.7647,3FGL J0213.0+2245,13.25,4.1E-13,33.265,22.7647,0.0,AGN,0.01,AGN,123.06,0.2,0.0,,0.13,,Simbad
33.286,-27.3488,3FGL J0213.1-2720,4.06,4.1E-14,33.286,-27.3488,0.0,AGN,0.0,AGN,153.13,-0.22,0.0,,0.15,,Simbad
33.611,51.7229,3FGL J0214.4+5143,7.23,3.3E-14,33.611,51.7229,0.0,AGN,0.0,AGN,120.12,-0.72,0.01,,0.25,,Simbad
33.692,-58.3878,3FGL J0214.7-5823,5.72,9.2E-13,33.692,-58.3878,0.0,AGN,0.0,AGN,156.11,-0.44,0.0,,0.22,,Simbad
34.013,3.0164,3FGL J0216.0+0300,4.46,2.2E-14,34.013,3.0164,0.0,AGN,0.0,AGN,129.35,-0.59,0.0,,0.13,,Simbad
34.042,-70.2733,3FGL J0216.1-7016,6.0,1.1E-12,34.042,-70.2733,0.0,AGN,0.0,AGN,138.13,0.22,0.0,,0.23,,Simbad
34.109,5.1328,3FGL J0216.4+0507,4.29,1.6E-13,34.109,5.1328,0.0,AGN,0.02,AGN,163.94,0.75,0.0,,0.15,,Simbad
34.171,-10.3288,3FGL J0216.6-1019,6.14,4.1E-13,34.171,-10.3288,0.0,AGN,0.01,AGN,153.26,2.46,0.0,,0.1,,Simbad
34.259,-66.5919,3FGL J0217.0-6635,12.12,1.4E-13,34.259,-66.5919,0.0,AGN,0.0,AGN,114.44,-0.81,0.0,,0.11,,Simbad
34.286,-8.5657,3FGL J0217.1-0833,4.72,3.1E-13,34.286,-8.5657,0.03,AGN,0.02,AGN,210.03,9.46,0.0,,0.06,,Simbad
34.325,8.618,3FGL J0217.2+0837,19.33,9.2E-13,34.325,8.618,0.0,AGN,0.0,AGN,160.72,-0.65,0.01,,0.18,,Simbad
34.347,62.1542,3FGL J0217.3+6209,11.48,9.0E-12,34.347,62.1542,0.99,PSR,0.59,PSR,12.25,167.58,0.96,YNG,0.72,YNG,Simbad
34.38,73.8298,3FGL J0217.5+7349,15.79,6.1E-11,34.38,73.8298,0.02,AGN,0.04,AGN,204.05,2.61,0.5,,0.53,,Simbad
34.468,1.7328,3FGL J0217.8+0143,46.29,7.8E-12,34.468,1.7328,0.0,AGN,0.0,AGN,146.7,-0.21,0.0,,0.2,,Simbad
34.546,42.5543,3FGL J0218.1+4233,44.0,1.5E-11,34.546,42.5543,1.0,PSR,0.97,PSR,0.08,2349.55,0.05,MSP,0.16,MSP,Simbad
34.746,36.7075,3FGL J0218.9+3642,13.9,3.2E-12,34.746,36.7075,0.0,AGN,0.0,AGN,159.17,1.8,0.01,,0.23,,Simbad
34.768,24.6791,3FGL J0219.0+2440,6.04,1.8E-14,34.768,24.6791,0.0,AGN,0.0,AGN,119.11,-0.63,0.0,,0.15,,Simbad
35.048,62.0438,3FGL J0220.1+6202c,4.63,6.5E-14,35.048,62.0438,0.95,PSR,0.69,PSR,18.07,376.57,0.88,YNG,0.74,YNG,Simbad
35.28,35.9407,3FGL J0221.1+3556,48.44,6.8E-12,35.28,35.9407,0.0,AGN,0.0,AGN,160.48,-0.48,0.0,,0.22,,Simbad
35.299,60.9969,3FGL J0221.1+6059,5.49,4.5E-12,35.299,60.9969,0.95,PSR,0.51,PSR,45.15,72.54,0.99,YNG,0.66,YNG,Simbad
35.32,25.3056,3FGL J0221.2+2518,5.52,2.9E-14,35.32,25.3056,0.0,AGN,0.0,AGN,151.53,-0.5,0.0,,0.13,,Simbad
35.473,61.6414,3FGL J0221.8+6138c,4.67,1.1E-13,35.473,61.6414,0.48,PSR,0.52,PSR,35.01,84.9,0.96,YNG,0.74,YNG,Simbad
35.532,-16.28,3FGL J0222.1-1616,11.59,4.8E-12,35.532,-16.28,0.0,AGN,0.0,AGN,140.8,-0.05,0.01,,0.27,,Simbad
35.674,43.0329,3FGL J0222.6+4301,121.26,2.2E-11,35.674,43.0329,0.0,AGN,0.03,AGN,497.7,5.37,0.59,,0.6,,Simbad
35.741,-11.2968,3FGL J0222.9-1117,6.2,1.9E-14,35.741,-11.2968,0.0,AGN,0.0,AGN,143.46,-0.49,0.0,,0.16,,Simbad
35.826,68.3428,3FGL J0223.3+6820,8.54,2.1E-14,35.826,68.3428,0.0,AGN,0.0,AGN,121.3,-0.78,0.16,,0.16,,Simbad
35.883,63.2256,3FGL J0223.5+6313,7.92,1.8E-12,35.883,63.2256,0.14,PSR,0.03,AGN,193.54,5.54,0.5,YNG,0.5,YNG,Simbad
35.906,62.0811,3FGL J0223.6+6204,12.88,1.6E-12,35.906,62.0811,1.0,PSR,0.86,PSR,3.1,1948.88,1.0,YNG,0.81,YNG,Simbad
35.918,39.4527,3FGL J0223.6+3927,7.79,8.9E-13,35.918,39.4527,0.0,AGN,0.01,AGN,162.34,0.22,0.0,,0.17,,Simbad
36.016,62.5982,3FGL J0224.0+6235,4.57,2.6E-13,36.016,62.5982,0.33,PSR,0.26,PSR,88.55,11.18,0.99,YNG,0.76,YNG,Simbad
36.048,-79.6916,3FGL J0224.1-7941,6.96,1.7E-13,36.048,-79.6916,0.0,AGN,0.0,AGN,125.17,-0.7,0.0,,0.11,,Simbad
36.048,-18.7816,3FGL J0224.1-1846,6.97,6.7E-13,36.048,-18.7816,0.0,AGN,0.0,AGN,168.88,0.6,0.0,,0.18,,Simbad
36.114,16.2632,3FGL J0224.4+1615,4.11,1.4E-13,36.114,16.2632,0.0,AGN,0.0,AGN,104.98,-0.7,0.0,,0.14,,Simbad
36.312,-26.038,3FGL J0225.2-2602,15.46,1.1E-11,36.312,-26.038,0.0,AGN,0.0,AGN,181.95,1.38,0.0,,0.23,,Simbad
36.472,61.987,3FGL J0225.8+6159,8.3,1.2E-12,36.472,61.987,0.96,PSR,0.68,PSR,11.97,889.88,0.99,YNG,0.82,YNG,Simbad
36.58,9.6843,3FGL J0226.3+0941,9.95,4.0E-13,36.58,9.6843,0.0,AGN,0.02,AGN,89.98,1.88,0.0,,0.1,,Simbad
36.631,-44.7142,3FGL J0226.5-4442,9.92,8.5E-14,36.631,-44.7142,0.0,AGN,0.0,AGN,114.08,-0.74,0.0,,0.17,,Simbad
36.695,-47.7837,3FGL J0226.7-4747,6.22,6.1E-12,36.695,-47.7837,0.0,AGN,0.01,AGN,270.39,2.81,0.0,,0.22,,Simbad
36.806,2.0306,3FGL J0227.2+0201,11.07,1.9E-13,36.806,2.0306,0.0,AGN,0.01,AGN,115.66,-0.16,0.0,,0.1,,Simbad
37.008,22.8005,3FGL J0228.0+2248,7.86,2.6E-13,37.008,22.8005,0.0,AGN,0.03,AGN,103.52,1.34,0.0,,0.06,,Simbad
37.078,-55.7618,3FGL J0228.3-5545,18.53,4.1E-12,37.078,-55.7618,0.0,AGN,0.0,AGN,168.7,0.35,0.0,,0.16,,Simbad
37.132,67.0558,3FGL J0228.5+6703,4.91,2.8E-12,37.132,67.0558,0.05,AGN,0.03,AGN,199.92,8.57,0.05,,0.17,,Simbad
37.133,82.2222,3FGL J0228.5+8213,5.4,5.7E-12,37.133,82.2222,0.01,AGN,0.02,AGN,248.44,2.66,0.12,,0.3,,Simbad
37.198,-31.1068,3FGL J0228.7-3106,4.07,5.4E-14,37.198,-31.1068,0.0,AGN,0.01,AGN,144.45,-0.4,0.0,,0.16,,Simbad
37.345,-36.7312,3FGL J0229.3-3643,18.39,8.0E-12,37.345,-36.7312,0.0,AGN,0.0,AGN,160.82,1.06,0.01,,0.19,,Simbad
37.671,-57.9566,3FGL J0230.6-5757,4.97,3.2E-15,37.671,-57.9566,0.0,AGN,0.0,AGN,140.79,-0.36,0.0,,0.15,,Simbad
37.702,40.5432,3FGL J0230.8+4032,17.66,6.9E-12,37.702,40.5432,0.0,AGN,0.0,AGN,143.65,-0.04,0.01,,0.29,,Simbad
37.775,13.0445,3FGL J0231.0+1302,5.14,1.2E-12,37.775,13.0445,0.0,AGN,0.0,AGN,172.28,-0.41,0.0,,0.2,,Simbad
38.163,6.7717,3FGL J0232.6+0646,5.46,3.7E-12,38.163,6.7717,0.05,AGN,0.05,AGN,165.41,4.16,0.01,,0.19,,Simbad
38.219,20.271,3FGL J0232.8+2016,7.21,3.7E-14,38.219,20.271,0.0,AGN,0.0,AGN,102.11,0.1,0.0,,0.15,,Simbad
38.232,26.1035,3FGL J0232.9+2606,4.26,3.6E-14,38.232,26.1035,0.0,AGN,0.0,AGN,131.14,-0.53,0.0,,0.13,,Simbad
38.269,62.6227,3FGL J0233.0+6237,5.71,2.0E-12,38.269,62.6227,0.01,AGN,0.11,AGN,147.12,1.72,0.84,,0.64,,Simbad
38.564,-6.4981,3FGL J0234.2-0629,5.73,1.3E-14,38.564,-6.4981,0.0,AGN,0.0,AGN,125.83,-0.48,0.0,,0.15,,Simbad
38.928,56.7867,3FGL J0235.7+5647,8.24,5.1E-12,38.928,56.7867,0.03,AGN,0.03,AGN,140.41,2.38,0.25,,0.38,,Simbad
39.195,-61.6004,3FGL J0236.7-6136,31.79,5.9E-12,39.195,-61.6004,0.0,AGN,0.0,AGN,153.5,-0.09,0.0,,0.14,,Simbad
39.399,-36.0588,3FGL J0237.5-3603,9.87,4.1E-14,39.399,-36.0588,0.0,AGN,0.0,AGN,108.79,-0.66,0.0,,0.12,,Simbad
39.48,28.8047,3FGL J0237.9+2848,105.19,2.1E-10,39.48,28.8047,0.0,AGN,0.01,AGN,412.86,16.05,0.05,,0.39,,Simbad
39.505,52.6256,3FGL J0238.0+5237,14.99,2.4E-12,39.505,52.6256,0.97,PSR,0.65,PSR,29.57,266.75,0.02,MSP,0.21,MSP,Simbad
39.588,-39.073,3FGL J0238.3-3904,6.3,4.1E-14,39.588,-39.073,0.0,AGN,0.0,AGN,122.0,-0.5,0.0,,0.13,,Simbad
39.617,-31.2948,3FGL J0238.4-3117,15.47,1.2E-13,39.617,-31.2948,0.0,AGN,0.0,AGN,101.24,-0.72,0.01,,0.15,,Simbad
39.667,16.6152,3FGL J0238.6+1636,88.03,6.3E-11,39.667,16.6152,0.0,AGN,0.0,AGN,203.9,0.45,0.05,,0.45,,Simbad
39.768,25.92,3FGL J0239.0+2555,4.29,2.0E-14,39.768,25.92,0.0,AGN,0.0,AGN,169.54,-0.27,0.0,,0.22,,Simbad
39.868,13.4428,3FGL J0239.4+1326,6.58,4.7E-14,39.868,13.4428,0.0,AGN,0.0,AGN,137.5,-0.72,0.0,,0.12,,Simbad
40.001,-2.8994,3FGL J0240.0-0253,4.67,7.2E-13,40.001,-2.8994,0.0,AGN,0.03,AGN,184.81,1.73,0.01,,0.23,,Simbad
40.138,61.2281,3FGL J0240.5+6113,196.61,2.8E-10,40.138,61.2281,0.37,PSR,0.33,PSR,45.51,75.4,0.99,YNG,0.98,YNG,Simbad
40.344,65.702,3FGL J0241.3+6542,11.91,1.5E-13,40.344,65.702,0.0,AGN,0.0,AGN,142.03,-0.52,0.16,,0.28,,Simbad
40.532,-5.5696,3FGL J0242.1-0534,4.25,6.1E-13,40.532,-5.5696,0.0,AGN,0.03,AGN,159.07,2.85,0.0,,0.16,,Simbad
40.584,10.9946,3FGL J0242.3+1059,7.23,3.0E-12,40.584,10.9946,0.04,AGN,0.04,AGN,193.02,3.37,0.01,,0.18,,Simbad
40.68,-0.0259,3FGL J0242.7-0001,9.85,9.1E-13,40.68,-0.0259,0.0,AGN,0.05,AGN,161.58,1.14,0.0,,0.17,,Simbad
40.879,71.3277,3FGL J0243.5+7119,9.62,1.8E-13,40.879,71.3277,0.0,AGN,0.0,AGN,101.92,-0.71,0.05,,0.19,,Simbad
41.113,-82.4137,3FGL J0244.4-8224,5.06,2.9E-12,41.113,-82.4137,0.0,AGN,0.03,AGN,178.0,7.57,0.0,,0.16,,Simbad
41.123,47.7531,3FGL J0244.4+4745,5.74,4.2E-12,41.123,47.7531,0.86,PSR,0.29,PSR,108.94,29.52,0.01,MSP,0.27,MSP,Simbad
41.208,-58.3163,3FGL J0244.8-5818,10.44,1.3E-14,41.208,-58.3163,0.0,AGN,0.0,AGN,125.89,-0.77,0.0,,0.14,,Simbad
41.358,24.1832,3FGL J0245.4+2410,11.73,6.6E-12,41.358,24.1832,0.0,AGN,0.0,AGN,141.98,0.44,0.01,,0.29,,Simbad
41.484,-46.8527,3FGL J0245.9-4651,73.49,1.1E-10,41.484,-46.8527,0.0,AGN,0.01,AGN,146.4,2.27,0.06,,0.42,,Simbad
42.11,51.514,3FGL J0248.4+5130,11.91,1.3E-13,42.11,51.514,0.0,AGN,0.0,AGN,126.04,-0.43,0.02,,0.27,,Simbad
42.126,42.5362,3FGL J0248.5+4232,6.81,9.2E-13,42.126,42.5362,0.5,PSR,0.34,PSR,33.34,101.56,0.01,MSP,0.24,MSP,Simbad
42.147,60.3725,3FGL J0248.5+6022,23.92,1.5E-11,42.147,60.3725,1.0,PSR,0.92,PSR,0.35,1054.09,1.0,YNG,0.9,YNG,Simbad
42.278,84.6359,3FGL J0249.1+8438,8.43,1.1E-13,42.278,84.6359,0.0,AGN,0.0,AGN,115.36,-0.77,0.02,,0.2,,Simbad
42.652,17.2306,3FGL J0250.6+1713,8.24,3.5E-14,42.652,17.2306,0.0,AGN,0.0,AGN,110.96,-0.54,0.0,,0.17,,Simbad
